,Job Title,Location,Date,Link,Job Description,Other Job Attributes
1293,Hiring Cashiers and Sandwich Makers,Houston,Feb  3,https://houston.craigslist.org/fbh/d/houston-hiring-cashiers-and-sandwich/7271933381.html,"

QR Code Link to This Post


Jimmy John's Looking to hire cashiers and inshop sandwich makers. 8-10$/Hr Depending on Exp

-Good customer service and cash handling skills necessary.
-Learn the menu and the correct builds of our sandwiches with on the job training.
-Cleaning and restocking tasks in slower timers required.

Please visit to apply or call with questions:

-2401 West Holcombe Blvd. Houston TX 77030   (713-741-0600)        Houston Med Center / Rice U campus

","
compensation: 8-10$/Hr Depending on experience

employment type: part-time

"
1294,STATE INSPECTOR,HOUSTON,Feb  3,https://houston.craigslist.org/csr/d/houston-state-inspector/7271933082.html,"

QR Code Link to This Post


SEAKING FOR STATE INSPECTOR / LUBE TECH PLEASE CALL 713-504-6241 AND ASK FOR U.V    ","
compensation: NONE

employment type: full-time

"
1295,2021 Freightliners still in stock | Start or grow your business,N/A,Feb  3,https://houston.craigslist.org/trp/d/houston-2021-freightliners-still-in/7271932525.html,"

QR Code Link to This Post


SFI Trucks and Financing’s inventory is still stocked with new 2021 Freightliner Cascadias. You can lease a new truck in as soon as one week for little-to-no money down, regardless of your credit score. Plus, you can defer your first weekly truck payment for up to four weeks; focus on establishing your business in January and start making payments come February.A new truck from SFI will take your business to the next level in 2021 with its:Bumper-to-bumper manufacturer warranty: With extended truck coverage, aftertreatment coverage, extended engine coverage and more, you’ll drive down the road with confidence.HVAC control unit: Save money and stay comfortable with a heating and cooling system. You can choose from TriPac or Battery powered HVAC systems.Driver comfort features: A factory-installed fridge, TV hook-up and 1,800-watt power inverters make life on the road more enjoyable.DD15 engine: Improved efficiency and durability mean better fuel economy.Explore our selection of 2021 Freightliner Cascadias and get started on your lease application today.(Apply Now)

","
compensation: N/A

employment type: contract

"
1296,TRAIN TO BECOME A SECURITY OFFICER,Houston,Feb  3,https://houston.craigslist.org/sec/d/houston-train-to-become-security-officer/7271931782.html,"

QR Code Link to This Post


TRAINING ACADEMYMed-Security, Inc. Is proud to offer Level II classroom and interactive, online security officer training courses, in addition to Level III security officer training courses. Our virtual class features a real-time instructor whose hands on knowledge will ensure you get the most out of your training. Upon completion students will receive a state recognized certificate to become a security officer in the State of Texas. Our students are also guided through the application completed through the DPS online portal TOPS (Texas Online Private Security).**Please be sure to read our safety guidelines.**
Safety RequirementsFor the safety of our students and staff members we have imposed the following guidelines:
Class size is limited to 4 people per class, with all classes booked in advance AND by appointment only in order to main the 4 person ratio.

Classes will take place in our conference room in order to maintain social distancing. Entrance/ exit will also be regulated.

Students and staff alike will be required to wear a face covering at all times.

Anyone appearing sick or exhibiting signs of illness will not be allowed to participate in class.

Med Security reserves the right to conduct temperature checks if desired.

TPSB Level 2 Non-Commission Security (Unarmed Security) Training Course(online or in classroom by appointment only)General Course Description
Responsibilities of a Security Officer
Roles of a Security Officer
Areas of Responsibility
Prevention and Deterrence
Relations with Local Police
Observation and Report Writing
Authority to Question and Basis for Making Decisions
Price: 
$60 (4-6 hour training class, online or in classroom)
TPSB Level 3 Commissioned Security (Armed) Training Course (by appointment/reservation only)General Course Description:
Laws Pertinent to the Security Officer
Field Notes and Report Writing
Crime Scenes
Awareness Skills
Use of Force
Conflict Resolution
Defensive Tactics
Handcuffing
Firearms
 Required Equipment:
For the classroom portion of your training, it is recommended that you bring a notebook or notepad with pen or pencil for note taking.

During the firearms range portion of the class, you are required to qualify with a handgun. The handgun must be at least a .38 caliber revolver or a 9mm semi automatic. Bring your handgun to the range (not to the classroom), 50 rounds of ammunition (you are responsible for purchasing your own ammo), hearing and eye protection for the range.
**Please note that if you qualify with a revolver, while on duty as a Security Officer, you will only be allowed to carry a revolver. If you qualify with a semi automatic, while on duty working as a Security Officer, you will only be allowed to carry a semi automatic .9mm or .40 caliber. **

Price:
$180 (Level II and Level III)
State Pre-Qualifications:
Those interested in joining the security industry should be aware of the DPS criminal background disqualifications (free of convictions that are felonies under 10 years, convictions that are Class A and Class B misdemeanors in the last five years), more information is available online in the PSB section on the DPS homepage.
Future Opportunities with Med-Security, Inc. Though we proudly employ many of our graduates (once an active license has been issued by DPS) we DO NOT GUARANTEE placement. For more information, please call us at (210) 314-1850 or respond through our ad. We look forward to hearing from you!

Med-Security, Inc. is approved and fully licensed by the Texas Department of Public Safety-Regulatory Services Division Private Security Bureau (PSB).

LIC# F01309, LIC# B13987 
","
compensation: See details

employment type: employee's choice

"
1297,"LEASE TO OWN and COMPANY DRIVER POSITIONS (60cpm-65cpm) available, 2020 CASCADIA",N/A,Feb  3,https://houston.craigslist.org/trp/d/glenview-lease-to-own-and-company/7271931145.html,"

QR Code Link to This Post


FOR COMPANY DRIVERS:

$0.60 to $0.70 PER MILE, HOME WEEKENDS, REGIONAL DEDICATED OR OTR 

REGIONAL DEDICATED AND HOME WEEKENDS:

- ALL MILES PAID, HOME WEEKENDS
- NEW 2020 CASCADIAS, NEW TRAILERS
- DETENTION / LAYOVERS PAID
- WE PAY WITHIN 24 HOURS OF DELIVERY

OTR DRIVERS:

- 70cpm FOR 11K MILES A MONTH
- 65cpm FOR 9K MILES A MONTH
- ALL MILES PAID, 3000+ MILES A WEEK
- NEW 2020 CASCADIAS, NEW TRAILERS
- DETENTION / LAYOVERS PAID
- WE PAY WITHIN 24 HOURS OF DELIVERY


LEASE TO OWN TRUCKS, 2020 CASCADIAS, $630 / WEEK, OTR ONLY: $6K - $9K WEEKLY REVENUE

Owner Operators, Enjoy Benefits No Other Company Offers!!!
LEASE TO OWN trucks available, new 2020 Cascadias, $630 / week, NO CREDIT CHECKS
Average $6000 - $9000 weekly gross revenue depending on home time and region
YOU GET PAID THE DAY YOU DELIVER: no extra fees - direct deposit!
FULL SERVICE MAINTENANCE PROGRAM: Guaranteed, worry-free maintenance at 6.5cpm
FREE LOANER TRUCK IF YOU HAVE A BREAKDOWN 
We pay 85% of the revenue 
Average $2.40 - $2.80 mile
Average annual owner operator gross revenue 314k
Dedicated lanes in the South, Midwest & Northeast
Dry van, 53' trailers, over the road only
Family oriented company where you get treated with dignity and respect
Our dispatchers are seasoned vets with over 15 years of dispatching experience. Their unique skill set  
 will make a huge difference to your bottom line!
No sitting and waiting on loads, run 7 days a week
2020 new Great Dane trailers available for lease to own
2020 new Great Dane and Wabash plated, vented trailers available for rent: $128 / week
24/7 professional dispatch, emailed confirmation sheets and statements 
We do OTR freight in all 48! We have freight in the South, Midwest, West and Northeast.
Cash advances on loads & repairs 
We can get plates and registration for you
Comdata fuel cards, comchecks - no fees
Nationwide tire discounts with select partners 
Free annual tractor and trailer inspections at our shop
IFTA preparation - FREE
2290 filing - FREE
Transflo - FREE
PrePass - FREE
Keep Truckin' E-logs are BEST in the industry, easy to use
Paid detentions, TONU's, additional stops and lumpers
Our customers range from small shippers to Fortune 500 companies
No forced dispatch:
          - choose where you want and where you don't want to go
          - tell us how often you want to be back home and we'll schedule it
          - tell us what kind of loads you want, we'll ask before we assign anything to you
References from our owner operators available upon request
OTR only, 7 to 10 days on the road depending on region, minimum 2500 miles a week



REQUIREMENTS:
- MIN 5 YRS EXPERIENCE
- CLEAN MVR, GOOD SAFETY RECORD (PSP), GOOD DAC
- HOME WEEKENDS: MUST BE ABLE TO DO 2000 MILES A WEEK
- OTR DRIVERS: MIN 2500 MILES A WEEK REQUIRED, 7-10 DAYS ON THE ROAD


AW Transport is a family oriented company where you get treated with dignity and respect. 
Our dispatchers are seasoned vets with over 15 years of dispatching experience - their unique skill set will make a huge difference to your bottom line!


Call Kasia anytime: 224-241-7378. If no answer leave a message, she'll call you back!
Intelliapp online: https://intelliapp.driverapponline.com/c/awtransport?uri_b=ia_awtransport_889303613 ","
compensation: WE PAY WITHIN 24 HOURS OF DELIVERY

employment type: full-time

"
1298,CDL Drivers Needed. HAZMAT.New trucks. over 10k a month,N/A,Feb  3,https://houston.craigslist.org/trp/d/darien-cdl-drivers-needed-hazmatnew/7271929432.html,"

QR Code Link to This Post


Experienced Logistic company with new equipment,
Looking for CDL Drivers.
Team and Hazmat certified drivers are welcomed also
A lot of miles. Very good pay. Flexible schedule. Helping with HAZMAT certification.
please call or email if interested.
we can help you to get new experience.
312 909 5516
expressbucci@gmail.com    ","
compensation: more than 10k monthly

employment type: full-time

"
1299,ESTIMATOR FOR CONCRETE NEEDED,N/A,Feb  3,https://houston.craigslist.org/egr/d/houston-estimator-for-concrete-needed/7271928878.html,"

QR Code Link to This Post


QUALIFIED ESTIMATOR FOR CONCRETE COMPANY 
MUST BE EXPERIENCED WITH BIG OR SMALL PROJECTS
YOU MUST HAVE 3-5 YEARS IN ESTIMATING AND HAVE KNOWLEDGE OF CONCRETE
THIS JOB IS A OFFICE BASED POSITION NO WORKING FROM HOME 
 PAY IS BY PERCENTAGE MUST BE ABLE TO CLOSE DEALS 
PLEASE CALL 832-944-2823 TO SET UP INTERVIEW 

","
compensation: PERCENTAGE

employment type: contract

"
1300,CDL A - OTR $2000 - $3000 per week COMPANY drivers. NEW trucks,Houston,Feb  3,https://houston.craigslist.org/trp/d/pasadena-cdl-otr-per-week-company/7271928113.html,"

QR Code Link to This Post


https://www.tritonlogistic.com","
compensation: $2000 - $3000 per week

employment type: full-time

"
1301,"AUTO PARTS PAINTER - Less than 1-year or no experience, then APPLY!",Houston,Feb  3,https://houston.craigslist.org/mnu/d/houston-auto-parts-painter-less-than/7271928005.html,"

QR Code Link to This Post


Do you love cars? Are you eager to learn a new craft? Join our team of auto parts painters! NO EXPERIENCE IS NECESSARY. We offer paid training.

Our growing company is seeking to hire a Painter to join our team. The painter is responsible for painting automotive parts to exact color indicated on work order with the highest quality standard ReveMoto adheres to.

Successful candidates will be detail-oriented, able to learn quickly and have great communication skills. You will have less than 1-year experience or no experience in painting as we will train all candidates in automotive painting to ReveMoto standards.  Must have a positive, goal-driven attitude and be able to work in a team environment.

Painter Responsibilities:

Prep auto parts
Utilize paint system to accurately pour and mix paint
Able to apply learned painting techniques to lay primer, sealer, basecoat, and clearcoat
Identify and fix debris or imperfections on parts and/or paint
Maintain paint guns and equipment
Quality control parts by buffing and polishing

Painter Requirements:

Work efficiently in a fast pace environment
High School diploma or equivalent 
Basic computer skills (Word, Email, Google docs, etc...)
Physically able to stand and bend hours at a time
Lift up to 60 pounds
Able to work in non-climate controlled, warehouse conditions
Communicates well with others  
High attention to detail
Positive and eager to learn attitude

If the below sounds like you, please apply!
• You are self-motivated and do not like being micromanaged.
• You are consistent.
• You are detail oriented.
• You are well-organized and great about writing down to-dos.
• You are punctual.

You will NOT like this position if you:
• Do not like working with others in a team
• Cannot pay attention to detail
• Cannot take constructive criticism to learn & grow

Job hours: Mon-Fri, 8am-5pm CDT - no weekends!
Pay: Competitive pay starting at $10+ per hour, depending on experience



Our Company:

We are an online, auto parts business. Our goal is to provide our customers with the best service and products available on the market. We truly believe in what we sell and are looking for team members to share our vision, growth, and have fun while doing so! We are a small business seeking talented individuals to add to our awesome team, offering a team-based environment focused on collaboration, employee growth and development. If you’re interested in joining a fast-paced environment, having fun while setting goals and growing professionally, we’d like to hear from you!

If you qualify for this position, email us your resume and on the subject title include ""Let's Paint""    ","
compensation: Hourly base : $10-$14 hr Depending On Experience

employment type: full-time

"
1302,CLASS A OWNER-OPERATOR DRIVERS & FLEET OWNERS NEEDED,N/A,Feb  3,https://houston.craigslist.org/trp/d/sealy-class-owner-operator-drivers/7271927529.html,"

QR Code Link to This Post



CLASS A OWNER-OPERATOR DRIVERS & FLEET OWNERS

LOCAL / REGIONAL RUNS – SOUTH TEXAS REGION

CKJ Transport of South Texas is a family owned transportation company with exclusive expertise hauling aggregate materials since 1981. We believe in building a strong ""People Driven"" relationship with our customers professional Drivers and non-driving employees. Whether a customer or an employee, when you are with CKJ, you are with family.

We have a terrific opportunity for qualified, safe and reliable Owner-Operators and Fleet Owners to join us as business partners and run the South Texas region!

WE OFFER:

Home Daily & Weekends, with Occasional Work Available on Saturdays
Competitive Revenue!
Steady Year-Round Work (weather permitting), we will keep you busy!
Great growth opportunity for Fleet Owners – sustained revenue flow
Able to assist Fleet Owners with recruiting Drivers for your trucks
End-dump Trailers Available for Power-Only Contractors with very reasonable terms
Physical Damage, Occ/Acc & NTL Insurance Available at Great Rates
$1,000 Incentive for Referring another Independent Contractor
Friendly Efficient Leasing and On-boarding Process
Ownership and Staff Who Are Genuinely Committed to Your Success

Start Your Lease today with CKJ! Click APPLY NOW!

OR CALL 888-276-8511
Click here to Apply Online ","
compensation: Competitive Revenue

employment type: full-time

"
1303,DRIVERS CDL-A COMPANY TRUCK - MORE HOME TIME!,N/A,Feb  3,https://houston.craigslist.org/trp/d/sealy-drivers-cdl-company-truck-more/7271927517.html,"

QR Code Link to This Post



DRIVERS CDL-A COMPANY TRUCK - LOCAL RUNS

LOCAL RUNS – MORE HOME TIME & MORE WEEKENDS AT HOME

CKJ Transport of South Texas has an excellent opportunity for qualified professional Company Drivers to operate locally out of our Houston, Texas location.

DRIVERS AVERAGE $150 PLUS DAILY
Schedule is Monday to Friday with Half day Saturday when there is work (CLOSED SUNDAYS)

If you are 23 years or older, have a minimum of 1-year tractor-trailer experience, a tanker endorsement, and a safe driving record, call today to speak with Jerri at 972-905-3578.

WE OFFER:

Safety Incentives & Driver Recognition Program
Competitive Pay Received Weekly
Health, Dental, Vision, Life and Disability Insurance Plans
401K w/Company Match
Paid Holidays and Paid Vacations
Minimum Compensation Benefit
Annual Service Awards
Late Model Power Equipment/Manual Transmissions
Friendly Efficient Hiring Process – Includes Paid Comprehensive Training
PAID SAFETY TRAINING

Don't Delay – Apply today with CKJ! Click APPLY NOW!

OR CALL 972-905-3578

CKJ Transport is a family owned transportation company with exclusive expertise hauling aggregate materials since 1981. We believe in building a strong ""People Driven"" relationship with our customers professional Drivers and non-driving employees. Whether a customer or an employee, when you are with CKJ, you are with family.
Click here to Apply Online ","
compensation: AVERAGE $150 PLUS DAILY

employment type: full-time

"
1304,AUTO BODY PARTS RECEIVER & PREP TECHNICIAN - NO EXPERIENCE NECESSARY,HOUSTON,Feb  3,https://houston.craigslist.org/lab/d/houston-auto-body-parts-receiver-prep/7271927235.html,"

QR Code Link to This Post


Are you particular and detail-oriented? Are you able to lift up to 60 pounds? Do you like working in a small, fun and friendly environment? If so, apply and we’ll train you on the rest! NO WAREHOUSE IS EXPERIENCE NECESSARY!

Our growing company is seeking to hire a Parts Receiver & Prepper to join our team. The position will be responsible for accepting automotive parts in our warehouse, organizing and managing parts inventory. You'll also learn prep auto body parts for painting.

Successful candidates will be detail-oriented, able to learn quickly and have great communication skills.
Must have a positive, goal-driven attitude and be able to work in a team environment.

Receiver Responsibilities:
• Work efficiently to accept items and inventory in a fast pace environment
• Store and organize automotive parts in warehouse
• Able to identify damages and return parts to vendors
• Collaborate with the purchaser to ensure proper inventory management
• Prep auto body parts
• Assist prep team to meet production goals

Receiver Requirements:
• High School diploma or equivalent
• Basic computer skills (Word, Email, Google docs, etc...)
• Physically able to stand and bend hours at a time
• Lift up to 60 pounds
• Able to work in warehouse weather conditions
• Communicates well with others
• High attention to detail
• Follow Process to the T
• Positive and eager to learn attitude
• Must have the ability to operate with little supervision

If the below sounds like you, please apply!
• You are self-motivated and do not like being micromanaged.
• You are detail oriented.
• You are well-organized and great about writing down to-dos.
• You are punctual.

You will NOT like this position if you:
• Do not like working with others in a team
• Cannot pay attention to detail
• Cannot take constructive criticism to learn & grow

Job hours: Mon-Fri, 8am-5pm CDT
Pay: Competitive pay starting at $10/hour +, depending on experience

In the subject line please include ""Revemoto Team""

Our Company:

We are an online, auto parts business. Our goal is to provide our customers with the best service and products available on the market. We truly believe in what we sell and are looking for team members to share our vision, growth, and have fun while doing so! We are a small business seeking talented individuals to add to our awesome team, offering a team-based environment focused on collaboration, employee growth and development. If you’re interested in joining a fast-paced environment, having fun while setting goals and growing professionally, we’d like to hear from you!


","
compensation: Hourly base : $10-$14 hr Depending On Experience

employment type: full-time

"
1305,NOW HIRING - Caregivers/PCAs/CNAs,Houston,Feb  3,https://houston.craigslist.org/hea/d/bellaire-now-hiring-caregivers-pcas-cnas/7271926041.html,"

QR Code Link to This Post


Join one of the fastest growing Professions

We are seeking Personal Care Attendants to service Houston and surrounding area. 

Set Your Own Schedule - We offer flexible day, evening, and weekend shifts.

Make A Difference - Work a profession that matters, caring for seniors and those in need.

Requirements:
•Must be at least 18 years of age
•Ability to pass a background check 
•Must be physically capable of performing personal care tasks
•Has access to transportation

Apply:
Fax a resume to 713-782-9441 or email via Craigslist.
To apply in person please visit us at 6750 West Loop South Ste 500 Bellaire TX 77401
You may also apply at https://kindredathomecareers.silkroad.com
","
compensation: To Be Discussed During Interview

employment type: part-time

"
1306,At-Sea Processor (LABOR EXP REQUIRED),N/A,Feb  3,https://houston.craigslist.org/lab/d/houston-at-sea-processor-labor-exp/7271924051.html,"

QR Code Link to This Post


Glacier Fish Company is hiring for Processors to work onboard our 2 at-sea processing vessels in the Bering Sea, Pacific Ocean, Gulf of Alaska and Aleutian Islands. POSITIONS AVAILABLE IMMEDIATELYApply online at: https://glacierfish.applicantpro.com/jobs/858030.html Working onboard an at sea processing vessel is physically and mentally challenging.   The environment is wet and cold and the shifts are long.  The job requires physical endurance, repetitive lifting, agility, prolonged periods of standing, teamwork and self-discipline.  Crew members make a contractual commitment to being at sea for extended periods of time, leaving family and friends at home.There are many positions onboard a vessel. They range from a Captain or Mate in the wheelhouse, Bosun or Deckhand on deck, Chief Engineers in the Engine room, Chief Steward and Assistant Cooks in the Galley, Supervisors and Foremen in the factory.Our entry level positions are our Processors who work many areas within our factories. All positions play an important role in the success of this company. WATCH A PROCESSING VIDEO: https://youtu.be/r663de4O7zc 65 day contract 16 hour shift, 7 days a week   Compensation is a crew share Species include Yellowfin, Alaska Plaice, Cod, Rex Sole, Rock Sole and othersMUST PASS DRUG TEST AND CRIMINAL BACKGROUND CHECKHow does the pay work?Crew members are paid a crew share rate for each trip completed. Entry level earnings can range from $3000 - $3600 per trip. A single trip takes approximately 21-25 days to complete. Crew can expect to work about 3 trips on average in a 65 day contract. *Please note pay estimates are based on averages. Pay will vary depending on the amount of species caught and current market pricing*Physical Ability and Skills: Understand instructions in EnglishPerform fast paced, repetitive tasks for long periods of timeRepeatedly lift and carry up to 50 poundsCapable of climbing and descending steep stairs and vertical laddersDuties and Responsibilities:Convert raw fish into a frozen-at-sea finished product Sort fish by species, size and conditionHeading, gutting, and cleaning fishPackage, weigh and label productLoad and unload plate freezersOperate and clean factory equipmentOffload of frozen product to warehouseLoad and unload other supplies on the vesselShare spaces with others including crew quarters, dining areas and bathroomsPerks:Free Room/BoardEligible for 401K after 1 yearHealth/Dental benefits once eligibility requirements are met*Applicant is responsible for travel and hotel expenses to Seattle (point of hire). Company covers cost of flight from Seattle to Alaska. *Apply online at: https://glacierfish.applicantpro.com/jobs/858030.html THIS POSITION IS A GOOD FIT FOR THOSE WITH EXPERIENCE IN LABOR INTENSIVE JOBS!(Oil Rig Workers, Construction, Farmer, Miners, Firefighters, Derekhand)Glacier Fish is an Equal Opportunity Employer and is proud of our diverse and talented crew and considers them to be our greatest asset.  We take pride in the fact that many of our crew members have been with the company 20 years or more.Glacier Fish Company provides equal employment opportunities to all employees and applicants for employment and prohibits discrimination and harassment of any type without regard to race, color, religion, age, sex, national origin, disability status, genetics, protected veteran status, sexual orientation, gender identity or expression, or any other characteristic protected by federal, state or local laws.

","
compensation: Crew Share

employment type: contract

"
1307,Small Offset Press Operator/Bindery Person Needed,North Houston,Feb  3,https://houston.craigslist.org/trd/d/small-offset-press-operator-bindery/7271923783.html,"

QR Code Link to This Post


Fast paced, 30+ year old commercial printing company needs an experienced full-time small press operator. We offer a pleasant, comfortable and casual working environment, competitive pay, vacation, holidays, health insurance and retirement plan. 

The applicant MUST be a team player with a positive ""can-do"" attitude and great problem-solving skills. They MUST be dependable, responsible, take pride in their work, able to lift 45 lbs and operate a Ryobi 3302 and  ABDick 360 press.  The ideal candidate will have experience with a Baum table top folder, Polar cutter, booklet maker, 3-hole drill, padding press, tower collater, bindery punch/finishing and various other small binding equipment.  Shipping and receiving experience a plus.  Digital printing experience a plus plus.  Occasional overtime may be required either late night or weekend.

If you are qualified and interested in this position, please reply with your resumé and salary history.  Please include the types of equipment you have operated.    ","
compensation: Commensurate with experience

employment type: full-time

"
1308,Class A CDL - $20.00 HR-  Lumber  - Moffett/Spyder,Houston. TX,Feb  3,https://houston.craigslist.org/trp/d/houston-class-cdl-hr-lumber-moffett/7271922944.html,"

QR Code Link to This Post


Class A CDL required with 1 year minimum verifiable experience.

$20.00 Hr - Local Work

Lumber Delivery using Moffett or Spyder

Please Call 281-893-0097    ","
compensation: $20.00 Hr

employment type: full-time

"
1309,Sales Arborist,Houston Area,Feb  3,https://houston.craigslist.org/sls/d/porter-sales-arborist/7271922121.html,"

QR Code Link to This Post


Hiring sales arborist, preferably ISA Certified for successful and growing tree company. Health care benefits are available. Sales arborist pat is commission based and should earn between 50k-150k annually. Covers the greater Houston area. Reputable company.    ","
compensation: Commission.

employment type: full-time

"
1310,Home Improvement Manager,"Woodlands, Kingwood, Cypress",Feb  3,https://houston.craigslist.org/trd/d/spring-home-improvement-manager/7271922025.html,"

QR Code Link to This Post


We are seeking a Home Improvement  Manager to join our team! You will oversee the activities of several independent contractor painting teams.  We provide excellent training,  a company vehicle, cell phone, computer and all other needed devices.  Excellent opportunity for advancement!

Coordinate the daily activities of the production and operation teams
Delegate production assignments to appropriate teams and personnel
Manage material inventory and distribution
Inspect job sites for safety and production systems procedures
Distribute marketing materials
Communicate job progress information to customers

​Qualifications:

Previous experience in construction/remodeling helpful, not required
Good driving record
Bi-lingual desired, not required
Basic math competency
Positive attitude
","
compensation: $3,000 - $4,000 / month plus commission

employment type: full-time

"
1311,Local Salesman/Route Driver. (Houston),N/A,Feb  3,https://houston.craigslist.org/lab/d/houston-local-salesman-route-driver/7271920908.html,"

QR Code Link to This Post


Local Salesman/Route Driver. (Houston)

compensation: $10.00 hr.
employment type: full-time

$10.00 hr minimum starting, with an opportunity for more.
Monday-Friday
8am-5pm


Duties include:
Calling on new and current customers, mostly car dealerships, body shops and tire stores.
Delivering wheels and tires to customers in one of our trucks.
Mounting tires on wheels (we will train you).


Apply in person:
Wheels America
4750 Sherwood Ln
Houston TX 77092

Must have valid drivers license and No DUI's or excessive tickets.
","
compensation: 10.00

employment type: full-time

"
1312,$3000 X Mes,Houston,Feb  3,https://houston.craigslist.org/lab/d/houston-3000-mes/7271917418.html,"

QR Code Link to This Post


Entrenamiento Pagado! 

-NO experiencia Necesaria
-Saber ingles es un Plus Pero NO es un requerimiento.

ANALISTA DE LA CALIDAD DEL AGUA $3000.00 X MES SALARIO FIJO +Bonos

******Para agendar una entrevista mande TEXTO a 832-722-5906 Con su nombre. *****    ","
compensation: SALARIO BASE $3000 X MES + BONOS.

employment type: full-time

"
1313,"CDL-A Teams:$30,000 SIGN ON BONUS/SPLIT & $175,000/year!","Houston, TX",Feb  3,https://houston.craigslist.org/trp/d/houston-cdl-teams30000-sign-on-bonus/7271915353.html,"

QR Code Link to This Post


Don't Wait! Click Here to Apply online today.

https://intelliapp.driverapponline.com/m/usxpress?r=craigslist-teamsotr2020-team-houstontx&cq_330980=DRV-EX&uri_b=mob_ia_usxpress_343146261


LIMITED TIME ONLY! / Only 3 Months Experience Required!


Team Drivers: HUGE $30,000 Sign On Bonus/split with TONS of miles and TOP PAY in the Nation!

Your team can earn up to $175,000 or much more! Only 3 Months Experience Required!


Doubles Endorsement? Make even more $$$! Drive the newest 2019-2020 trucks!


Don't have a team partner? We will help you find the right partner with our TEAM match program! Just fill out any of one our forms and we'll help you get started immediately.

Benefits:
$30,000 SIGN ON BONUS/SPLIT! 
Avg. 5,000 miles weekly or more
Always drive the newest trucks 2019-2020
Doubles Endorsement? Make EXTRA $$$ for every Double Load!
Top Shop Priority
Teams get top priority on all loads
Mileage incentive up to an additional 14 CPM
Scheduled and/or designated routes available 
Hazmat Teams earn $150 Extra per Hazmat load
Great Benefits - Medical, Dental, Vision and 401K Match
Full Ride college tuition program
Stock purchase plan
Paid orientation
1,250 watt inverter in every U.S. Xpress Truck

Qualifications:
Must have a CDL and 21 years or older
Bonus payouts subject to qualifications. Ask a recruiter for details.
U.S. Xpress Full Ride Program - must be a first seat driver for U.S. Xpress while you and/or a family member is enrolled in college. Ask a recruiter for details.

Start right away!

Apply Now!


https://intelliapp.driverapponline.com/m/usxpress?r=craigslist-teamsotr2020-team-houstontx&cq_330980=DRV-EX&uri_b=mob_ia_usxpress_343146261
","
compensation: Your team can earn up to $175,000 or much more!

employment type: full-time

"
1314,"Truck Driver Trainee - COMPANY PAID CDL TRAINING - Earn $60,000!",N/A,Feb  3,https://houston.craigslist.org/trp/d/spring-truck-driver-trainee-company/7271914686.html,"

QR Code Link to This Post



BREAKING NEWS: Stevens Transport RAISES DRIVER PAY!

We have RAISED STARTING PAY TO $60,000 for New Drivers! America is depending on Truck Drivers to keep freight moving and the shelves stocked! We can expedite your Training & Orientation to get you on the road and EARNING MONEY NOW! 

Become a new truck driver for Stevens Transport!  Our COMPANY SPONSORED CDL training can get you trained and earning a paycheck in as little as three weeks!  We are hiring and training drivers from Houston, Spring, Baytown, Sugar Land, Pasadena, The Woodlands, Beaumont and the surrounding areas right now!   Stevens Transport drivers get new trucks, one-on-one mentorship, and on the road and earning a great paycheck faster than any trucking company in America!


LOCAL Company PAID CDL Training!
No experience needed!
New drivers can earn $60,000 their first year!
Earn $72,000 by your 3rd year!
CDL & Job ready in just 3 weeks!
Veterans receive an additional $21K OJT Bonus!
New Automatic trucks are on the yard and waiting!


Texas-based Stevens Transport is recognized as one of North America's premier refrigerated truckload carriers. Our drivers can be based right here in South Texas - and we have more great opportunities than ever before! OTR, Refrigerated, Dedicated, Regional, Dry van - Stevens Transport has it all.  If you are 22 and have a good driving record - we want to talk to you!



Apply Online:






Recent CDL school graduate? We have great dedicated opportunities in your area for drivers with 3 months of experience!


Related keyword search: CDL training, paid CDL training, company sponsored CDL training, truck driver, truck driving school, drivers, free CDL training, stevens, england, pam, us xpress, transportation, driving school, home nights, home weekends, OTR, tractor trailer, semi driver, trucker, entry level, apprenticeship, military, scholarship, veterans, benefits, warehouse, WIOA, Workforce, Scholarship, Agency, OTR, dry van, refrigerated, trucker
 ","
compensation: 47,000 - $57,000

employment type: full-time

"
1315,Start a Software Developer Career Today! No Experience Needed (Remote),N/A,Feb  3,https://houston.craigslist.org/lab/d/houston-start-software-developer-career/7271914574.html,"

QR Code Link to This Post


Start your next career in tech by joining Career Karma where we will help you prepare to become a Software Developer and help you get accepted into top Software job training programs. Career Karma is always free.

Average graduate salaries range between $60,000-120,000 per year in Coding, Design, Data Science roles. 

👉How to apply:  fill out this 1 minute form

What is Career Karma?
Career Karma is a free service that helps you explore courses and connect with other students like you, taking online courses to learn new in-demand skills. In less than 30 days, we will help you discover tech careers, prepare and get accepted into top job training programs in Houston.

We’ve helped thousands of people get high paying jobs in less than 12 months. Check out the story of Kesha Lake, who is a mom and music teacher. She joined Career Karma in January 2019 by November 2019, we helped her get a  Remote Software Engineering job making $98,000 working for StitchFix. 

📺Here is a video with our founder Ruben Harris on CNBC explaining how we have helped 100,000 Americans get jobs in technology.


Who is this for:
- Desire to acquire a new high in demand skill (like coding, design, cyber security, data science and analytics, and sales)
- Have a high level of motivation, energy, and attitude


Other highlights:
- No previous experience in technology
- No degree necessary
- No upfront deposit or fees to Join Career Karma. Completely FREE
- No one is too young or too old
- Diverse backgrounds is a plus

👉How to apply:  fill out this 1 minute form



","
compensation: $60,000-$120,000 depending on the company

employment type: full-time

telecommuting ok

"
